user_id;beta0;beta1;beta2
u:-4V;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-7F;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-AK;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-DF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-Md;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-NR;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-TV;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-am;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-b;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-f2;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-fk;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-k;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-mt;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:-t7;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:0Nx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:0Q_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:0WM;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:14z;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:1EF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:1MS;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:1Qq;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:1Ub;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:1Ul;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2-U;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:286;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:28D;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2L3;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2Nd;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2P7;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2R-;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2U_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2dt;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2m9;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2mx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2sv;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:2vP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:3Y_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:3Ym;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:3v0;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4Ii;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4OM;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4VF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4aG;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4jB;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:4pP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5Bl;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5C7;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5_s;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5i9;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5j2;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5nU;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:5rg;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6AU;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6L-;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6NL;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6YP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6_4;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6ed;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6h_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6i1;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6k7;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6lP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6p7;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:6xf;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:77c;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:77u;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:77x;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:7HL;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:7Kr;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:7bj;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:7fK;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:7my;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:8Hi;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:8Ll;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:8br;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:8nF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9HK;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9Iu;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9JP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9Ua;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9_H;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9c;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9gF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9l;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:9rx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:A7G;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:AAI;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:AAz;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:ACZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:ALG;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:ASj;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:A_H;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:AdA;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Anh;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Aqx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Arp;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:AvA;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:B-V;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:B0j;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:B6-;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BHu;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BLI;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BTM;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BUC;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Bcs;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BiP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Bpi;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BqX;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BrX;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:BwX;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Bz2;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Bz_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:C02;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:CD0;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:COb;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:CVm;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:CXf;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:CZL;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:C_U;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:CmM;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Cwy;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:D-S;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:D67;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:D9e;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:DE5;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:DHE;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:DQu;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:DXh;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ddh;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Dga;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:DhO;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:E4P;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:E6Q;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:E9V;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EBK;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EFm;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EPf;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EUc;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ec1;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ene;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EvT;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:EyD;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:F2_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:F5S;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FIi;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FNL;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FVX;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FYi;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:F_w;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Fb2;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Fcz;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Few;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FhU;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FjG;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:FxZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:G0b;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:G7V;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:G9b;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GB4;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GFK;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GLo;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GMT;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GWA;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Gf6;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Gi_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Gl0;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:GnO;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:H16;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:H9_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HHq;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HN5;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HPb;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HQx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HUJ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:HZw;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Hbw;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Hcn;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Hzu;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:I3M;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IAx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IJH;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IP5;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IQx;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IUZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IY_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:I_P;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:I_f;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ia_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ibw;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Igl;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ij3;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Iov;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IrZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:It4;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:IwZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ixl;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JIN;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JIU;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JIg;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JR_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JUF;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JZo;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:JcQ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ji-;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Jij;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KH5;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KJi;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KXr;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KY_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KaR;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KdA;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Kj0;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:KuP;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Kv;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Kz_;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:L6X;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:L6j;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:LA0;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:LJM;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:LKZ;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:Ljt;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:M0Z;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:M3n;11.698197509113177;-0.07997848330234238;-0.03688337694541421
u:M5X;11.698197509113177;-0.07997848330234238;-0.03688337694541421
